,hour,users,messages,date
11450,14:23,Jorge,busquemos de segunda mano,16-9-19
11451,14:24,Jorge,4500 dolares este de 2010,16-9-19
11452,14:24,Jorge,<Multimedia omitido>,16-9-19
11453,14:27,Alvarito,Ostia q marVilla,16-9-19
11454,14:28,Alvarito,Joder uno de 1 debe ser 14000 € o asi,16-9-19
11455,14:28,Alvarito,Es la levhe,16-9-19
11456,14:55,Jorge,<Multimedia omitido>,16-9-19
11457,15:39,Jorge,<Multimedia omitido>,16-9-19
11458,15:40,Jose,Jejeje me hiciste gracia,16-9-19
11459,15:47,Ivan,😂🤣😂😂,16-9-19
11460,17:59,Jorge,<Multimedia omitido>,16-9-19
11461,18:15,Ivan,😂😂,16-9-19
11462,19:36,Alvarito,<Multimedia omitido>,16-9-19
11463,19:43,Jorge,<Multimedia omitido>,16-9-19
11464,20:41,Eku,<Multimedia omitido>,16-9-19
11465,20:41,Jorge,Jajajajajajajaj,16-9-19
11466,20:42,Jose,<Multimedia omitido>,16-9-19
11467,20:42,Jose,<Multimedia omitido>,16-9-19
11468,20:42,Jose,<Multimedia omitido>,16-9-19
11469,20:42,Jose,<Multimedia omitido>,16-9-19
11470,20:42,Jose,<Multimedia omitido>,16-9-19
11471,20:42,Jose,<Multimedia omitido>,16-9-19
11472,20:51,Eku,<Multimedia omitido>,16-9-19
11473,20:51,Eku,<Multimedia omitido>,16-9-19
11474,20:51,Eku,<Multimedia omitido>,16-9-19
11475,22:12,Alvaro,<Multimedia omitido>,16-9-19
11476,22:13,Alvaro,Mi opinión sobre la termomix,16-9-19
11477,22:13,Alvaro,Creo q salió el tema recientemente aquí tmb,16-9-19
11478,22:55,Alvarito,Yo la tengo aqui del ldl,16-9-19
11479,22:55,Alvarito,Enorme,16-9-19
11480,23:03,Alvaro,😂😂😂😂😂😂😂😂😂,16-9-19
11481,23:05,Alvaro,<Multimedia omitido>,16-9-19
11482,23:05,Alvaro,Ojo al parecido con exótico,16-9-19
11483,23:05,Alvaro,<Multimedia omitido>,16-9-19
11484,23:05,Alvaro,Y el final buenísimo,16-9-19
11485,23:08,Jorge,Muchas bendiciones,16-9-19
11486,23:09,Alvaro,<Multimedia omitido>,16-9-19
11487,23:09,Alvaro,<Multimedia omitido>,16-9-19
11488,23:10,Alvaro,Y mñn solamente es martes,16-9-19
11489,23:10,Alvaro,<Multimedia omitido>,16-9-19
11490,7:04,Alvarito,Vamos iveco,17-9-19
11491,7:04,Alvarito,<Multimedia omitido>,17-9-19
11492,7:13,Alvaro,Eeeee,17-9-19
11493,7:13,Alvaro,Hoy estoy en un avión,17-9-19
11494,7:14,Alvaro,Iveco pa los perros,17-9-19
11495,7:14,Alvaro,Hoy he aparcao en preferente,17-9-19
11496,7:14,Alvaro,Como en los toros,17-9-19
11497,7:21,Ivan,Jajaja,17-9-19
11498,7:26,Alvaro,<Multimedia omitido>,17-9-19
11499,7:42,Alvarito,Andate,17-9-19
11500,9:59,Pete,//www.elmundo.es/papel/historias/2019/09/17/5d7fc5fbfc6c83877c8b4570.html,17-9-19
11501,9:59,Pete,"joder este articulo me ha hundido mas aun... españa no tiene remedio, el nivel de infantilizacion de la sociedad española alcanza cotas irremediables",17-9-19
11502,10:10,Eku,Lo llevo diciendo yo toda la vida... Y es q es evidente... España es de izquierdas,17-9-19
11503,10:10,Eku,Pero es interesante verlo desglosado,17-9-19
11504,10:10,Jorge,asi nos va,17-9-19
11505,10:10,Jorge,que repugnancia me da la izquierda,17-9-19
11506,10:10,Jorge,pero uh pero uhhhhhhhhhhhhhhhhhhhhh,17-9-19
11507,10:10,Pete,es mediocreland,17-9-19
11508,10:10,Jorge,menos mal que la pobreza de españa ha hecho que no tengamos tantos inmigrantes como los paises prosperos jajaja,17-9-19
11509,10:10,Pete,xq es esa izquierda buenistra suicida,17-9-19
11510,10:10,Jorge,es mi unica alegria,17-9-19
11511,10:11,Eku,"Pero la clave está en q somos tb los más buenos del mundo, q tb lo dice",17-9-19
11512,10:11,Pete,prefiero a los de IU de los 90 prosoviet,17-9-19
11513,10:11,Eku,De buenos tontos vaya,17-9-19
11514,10:11,Pete,35% de los jovenes de extrema izqda tu,17-9-19
11515,10:11,Pete,jaja,17-9-19
11516,10:11,Eku,Eso lo noto yo aquí por ejemplo,17-9-19
11517,10:11,Jorge,yo igual,17-9-19
11518,10:11,Jorge,a dia de hoy votaria a stalin,17-9-19
11519,10:11,Jorge,menudos gulags iba a montar,17-9-19
11520,10:11,Jorge,jajaja,17-9-19
11521,10:12,Eku,"Los españoles los más solidarios, currantes, generosos etc... Y tb los más capaces y los más eficaces...",17-9-19
11523,10:12,Eku,Aquí,17-9-19
11524,10:12,Jorge,y primeros a nivel mundial en consumo de cocaina,17-9-19
11525,10:12,Jorge,a que quieres que te gane?,17-9-19
11526,10:12,Jorge,grande mi españita,17-9-19
11527,10:15,Eku,"Seguro que inventaron la fregona aunque en ese momento quienes las usaran fueran esclavos extranjeros, pa q no se agacharan",17-9-19
11528,10:15,Jorge,jajajaj,17-9-19
11529,10:16,Jorge,y el chupachups para que los que fuman pudieran sacarse el caramelo de la boca y darle una calada al cigarro,17-9-19
11530,10:16,Jorge,solo buenas acciones,17-9-19
11531,10:16,Ivan,😂🤣🤣😂🤣,17-9-19
11532,10:19,Ivan,<Multimedia omitido>,17-9-19
11533,10:19,Alvarito,"Lo he leido esta mañana y lo he cortado. Me han perecido datos sesgados (sin fuente) y ademas puestos en una lista “de seguido” que hace que todo parezca lo que no es, es decir el titul",17-9-19
11536,10:19,Ivan,Es que tú fíjate. Esto puede con todo,17-9-19
11537,10:19,Jorge,si que se ha puesto fuerte Don Quijote,17-9-19
11538,10:19,Jorge,"eso ya ocurre, te recuerdo que el PP es basicamente socialdemocrata xddd",17-9-19
11539,10:19,Jorge,los unicos que son algo de derechas son vox,17-9-19
11540,10:20,Alvarito,Esta claro que españa es un pueblo solidario y cristiano y como tal y como consecuencia es generoso,17-9-19
11541,10:20,Alvarito,Pero de ahi a tacharnos de izq con el significado de izq que eso tiene....,17-9-19
11542,10:21,Alvarito,"En ese contexto, la dictadura cumple todo lo que dice el articulo, era SOSIAL",17-9-19
11543,10:21,Eku,"En realidad lo narra desde la frustración de que así sea, o esa es mi percepción",17-9-19
11544,10:22,Eku,Para mí tiene mucho sentido. Porque yo era de izquierdas y lo era por ese motivo,17-9-19
11545,10:22,Alvarito,"Si, pero es periodista bro, yo les tengo cruzaos px son una ralea de vendidos e interesados, ergo el hijueputa es capaz de escribirlo como mira que caca con el objetivo de que cuadre y",17-9-19
11546,10:22,Eku,"Porque pensaba q la izquierda era igual a solidaridad, tolerancia, progreso, etc",17-9-19
11547,10:22,Alvarito,Pero fijate si tiene sentifo que todos pensamos asi,17-9-19
11548,10:22,Eku,"Cuando descubrí q nada q ver, me bajé del barco",17-9-19
11549,10:23,Eku,Es q es diferente lo que es la izquierda y lo que la gente piensa que es la izquierda,17-9-19
11550,10:23,Eku,Ambos casi antagónicos,17-9-19
11551,10:26,Jose,Y más ahora,17-9-19
11552,10:26,Jose,Que ser de izquierdas es ser más puritano que la hostia,17-9-19
11553,10:28,Pete,Ser de izquierdas te otorga automáticamente el carnet de buena persona,17-9-19
11554,10:29,Eku,Exacto,17-9-19
11555,10:29,Pete,"Aparte de eso, que son la neopuritanidad",17-9-19
11556,10:29,Eku,"""no se puede ser de derechas y ser buena persona"" en Buenafuente",17-9-19
11557,10:30,Pete,Dijo eso?,17-9-19
11558,10:30,Eku,Y luego que gobiernan los medios q eso hace el 50% ya,17-9-19
11559,10:30,Eku,"No él, una invitada feminazi y fue fuertemente aplaudido",17-9-19
11560,10:36,Ivan,Porque los que irán a ver ese programa serán de izquierdas también,17-9-19
11561,10:36,Ivan,Entonces aplauden,17-9-19
11562,11:04,Eku,#graciasivan,17-9-19
11563,11:27,Eku,<Multimedia omitido>,17-9-19
11564,11:27,Eku,37'8 no está nada mal eh,17-9-19
11565,11:35,Jorge,//www.youtube.com/watch?v=fDaQiAvfULY,17-9-19
11566,11:35,Jorge,madre de dios como rumbean estos hijos de puta,17-9-19
11567,11:37,Pete,el de la izquiera es el gran phillipe,17-9-19
11568,11:38,Jorge,ajajaj si que se parece,17-9-19
11569,11:38,Jorge,como toca el hijo de puta,17-9-19
11570,11:46,Pete,simola si,17-9-19
11571,11:56,Pinedo,Mindujis!,17-9-19
11572,12:03,Rafa,<Multimedia omitido>,17-9-19
11573,12:13,Ivan,Para que veas que hablo de política también 😂,17-9-19
11574,12:13,Ivan,😂🤣😂🤣🤣🤣🤣😂 cojonudo,17-9-19
11575,12:28,Ivan,<Multimedia omitido>,17-9-19
11576,12:28,Ivan,@34666157081 y Mario Chico aprueban este vídeo,17-9-19
11577,12:54,Chema,??,17-9-19
11578,15:22,Jorge,<Multimedia omitido>,17-9-19
11579,15:23,Fonseca,😂😂,17-9-19
11580,15:44,Ivan,Explicadlo para Petes e Ivanes por farol,17-9-19
11581,15:46,Pinedo,No,17-9-19
11582,15:52,Jorge,<Multimedia omitido>,17-9-19
11583,15:52,Jorge,No pienso explicar un meme de dificultad 1/10,17-9-19
11584,15:55,Eku,Jooooooooder,17-9-19
11586,16:21,Eku,<Multimedia omitido>,17-9-19
11587,20:55,Ivan,<Multimedia omitido>,17-9-19
11588,20:56,Ivan,Ya está. Nos invaden los aliens,17-9-19
11589,20:57,Jose,Nuevas elecciones,17-9-19
11590,20:57,Jose,Disfruten lo votado,17-9-19
11591,21:00,Ivan,Pero qué elecciones. Eso tienen que ser “onnis”,17-9-19
11592,21:00,Ivan,<Multimedia omitido>,17-9-19
11593,21:00,Ivan,<Multimedia omitido>,17-9-19
11594,21:22,Alvaro,<Multimedia omitido>,17-9-19
11595,21:57,Jorge,<Multimedia omitido>,17-9-19
11596,22:08,Rafa,"La madre que pario a rivera, hijo de mil putas, pinche mamon, yo le voto para que se prostituya con quien sea y evite que vaya a votar otra vez, puto pendejo, mal parido hijo de mil padres. Voy a",17-9-19
11597,23:22,Alvarito,Los q votan,17-9-19
11598,23:33,Jose,<Multimedia omitido>,17-9-19
11599,0:11,Ivan,😂😂😂,18-9-19
11600,7:11,Alvarito,Holi,18-9-19
11601,7:11,Alvarito,Ya por fin miercoles... uuummmm,18-9-19
11602,7:12,Ivan,<Multimedia omitido>,18-9-19
11603,7:12,Ivan,<Multimedia omitido>,18-9-19
11604,7:12,Ivan,<Multimedia omitido>,18-9-19
11605,7:12,Ivan,<Multimedia omitido>,18-9-19
11606,7:12,Ivan,<Multimedia omitido>,18-9-19
11607,7:12,Ivan,<Multimedia omitido>,18-9-19
11608,7:24,Alvaro,Buenos días lindos,18-9-19
11609,7:25,Alvaro,Les recuerdo q el miércoles todavía no computa como trabajado,18-9-19
11610,7:25,Alvaro,Afortunadamente esta noche juega el glorioso,18-9-19
11611,7:25,Alvaro,Lo que hará la jornada más llevadera,18-9-19
11612,7:26,Alvaro,Escribo mientras hago mi paseo diario de 20 minutitos,18-9-19
11613,7:26,Alvaro,<Multimedia omitido>,18-9-19
11614,7:28,Alvaro,Además hoy ya tengo primer resfriado del año,18-9-19
11615,7:28,Alvaro,Esa sensación de garganta irritada,18-9-19
11616,7:28,Alvaro,Mnnnmmbnnmmmn,18-9-19
11617,7:32,Ivan,<Multimedia omitido>,18-9-19
11618,7:32,Ivan,Mmmm sabroso,18-9-19
11619,7:33,Ivan,Yo a vee si lo termino de soltar. Se agarra el hijoputa,18-9-19
11620,7:46,Jorge,Llegó la hora del jengibre,18-9-19
11621,8:01,Alvarito,Uuuuuuu,18-9-19
11622,8:01,Alvarito,Pero uuuuuuuu,18-9-19
11623,8:01,Ivan,"Eso está malo. Pero malo, malo, malo, malo",18-9-19
11624,8:01,Ivan,<Multimedia omitido>,18-9-19
11625,8:01,Ivan,<Multimedia omitido>,18-9-19
11626,8:02,Alvarito,<Multimedia omitido>,18-9-19
11627,8:02,Ivan,<Multimedia omitido>,18-9-19
11628,8:03,Jorge,Para la garganta es bueno,18-9-19
11629,8:03,Jorge,Para el sistema inmune muy bueno,18-9-19
11630,8:03,Jorge,Para la polla muy muy bueno,18-9-19
11631,8:04,Jorge,<Multimedia omitido>,18-9-19
11632,8:16,Alvarito,//youtu.be/h3gEkwhdXUE,18-9-19
11633,8:18,Alvarito,<Multimedia omitido>,18-9-19
11634,8:29,Ivan,"La polla gengibrística es una polla fenomenal. A las mujeres les sabe mejor el semen. Les sabe riquísimo, no pueden dejar exprimir",18-9-19
11635,8:30,Ivan,😂🤣😂🤣😂🤣🤣😂🤣😂🤣😂🤣😂🤣🤣🤣😂🤣 Brutal,18-9-19
11636,9:12,Jorge,AJJAJAJAJAJAJ,18-9-19
11637,9:12,Jorge,dios no se si llorar o reir,18-9-19
11638,9:12,Jorge,carajo,18-9-19
11639,9:17,Alvarito,Exacto,18-9-19
11640,9:17,Alvarito,Yo lo veo y pongo cara de llanto,18-9-19
11641,9:17,Jorge,"chiquititos, este sabado lo de antoñito no?",18-9-19
11642,9:17,Alvarito,Es,18-9-19
11643,9:17,Alvarito,Ea,18-9-19
11644,9:17,Alvarito,Es,18-9-19
11645,9:17,Alvarito,Ea,18-9-19
11646,9:17,Alvarito,Ea,18-9-19
11647,9:17,Jorge,"piscolabis, celebraras tu cumple aunque sea con una bella cocacola?",18-9-19
11648,9:17,Alvarito,Es,18-9-19
11649,9:18,Alvarito,En principio no,18-9-19
11650,9:18,Alvarito,Hasta los 35 nada,18-9-19
11651,9:18,Jorge,hijueputa,18-9-19
11652,9:18,Alvarito,Obviamente a un refrigerio estais invitados,18-9-19
11653,9:18,Jorge,aprovechemos la ocasion y nos tomamos algo,18-9-19
11654,9:18,Alvarito,Pero no hare nada extravagante,18-9-19
11655,9:18,Jorge,"no no, pero por reservar un SLOT ese finde",18-9-19
11656,9:18,Alvarito,Quisa lo selebre con unas rejas,18-9-19
11657,9:18,Alvarito,Nestea y bocadillo,18-9-19
11658,9:18,Jorge,"no pido mas, tampoco menos",18-9-19
11659,9:18,Alvarito,Probably yes,18-9-19
11660,9:19,Alvarito,Enorme,18-9-19
11661,9:19,Jorge,bocadillo de jamon en la mezquita,18-9-19
11662,9:19,Jorge,bueno eso para mi cumple,18-9-19
11663,9:19,Alvarito,Ummmmmm,18-9-19
11664,9:19,Alvarito,Jejejje,18-9-19
11665,9:19,Alvarito,Es el año de la austeridad y la inversion INTELIGENTE,18-9-19
11666,9:19,Jorge,haci es,18-9-19
11667,9:20,Jorge,"este año me apetece, me lleven presito, mas de un plan de copichuela de tarde y uber a casa tajao",18-9-19
11668,9:20,Jorge,en la casa de ivan,18-9-19
11669,9:20,Jorge,en la casa de picolo,18-9-19
11670,9:20,Jorge,en el hogar papital,18-9-19
11671,9:20,Jorge,"aunque por supuesto no dejare de acudir a mi malabita a morrear veinteañeras, pero suavecito, sin grandes borracheras",18-9-19
11672,9:25,Ivan,Os apetece una terracita el viernes o qué?,18-9-19
11673,9:26,Ivan,Eso sí tenéis que traer la priva y el condumio que ya este mes estoy pelao,18-9-19
11674,9:26,Pete,Ostias es verdad sabía q tenía algo pero no me acordaba el q,18-9-19
11675,9:27,Pete,Noveoxqno,18-9-19
11676,9:30,Jorge,Ya ibas a pillar entradas para la feria de caca de gato de wisconsy,18-9-19
11677,9:31,Jorge,Optimus,18-9-19
11678,9:33,Ivan,Es que menudo es este ser,18-9-19
11679,9:33,Ivan,<Multimedia omitido>,18-9-19
11680,9:33,Alvarito,Pete que tienes curso hasta tarde,18-9-19
11681,9:33,Alvarito,No puedes terracear salvo que vayas a las 23,18-9-19
11682,9:34,Alvarito,#marlenarules,18-9-19
11683,9:34,Ivan,HA HA HA,18-9-19
11684,9:39,Pete,"Ah bueno si ya, luego",18-9-19
11685,9:41,Jose,<Multimedia omitido>,18-9-19
11686,9:42,Ivan,00?? Pero que te crees que tenemos 20 años? Pero si yo a esa hora ya estoy bostezando,18-9-19
11687,9:42,Pete,Pos no hay terraza,18-9-19
11688,9:43,Jorge,A las 23 nos mandas a casa HDP?,18-9-19
11689,9:43,Ivan,Pero a qué hora sales tú del prematrimonio,18-9-19
11690,9:43,Pete,Tenemos picoteo,18-9-19
11691,9:45,Ivan,00 no me parece buena hora de empezar. Otra cosa es que ya esté liao uno de antes,18-9-19
11692,9:48,Alvarito,Jajajja,18-9-19
11693,9:48,Alvarito,Yeah,18-9-19
11694,9:49,Ivan,00 es d,18-9-19
11695,9:56,Alvarito,Pero si diluvia el viernes bro,18-9-19
11696,10:04,Jorge,ok ok,18-9-19
11697,10:08,Ivan,🤷🏻‍♂ se va viendo,18-9-19
11698,10:10,Jorge,de todas formas no caigas en las hipocreias del diminuto abelardo,18-9-19
11699,10:10,Jorge,miren,18-9-19
11700,10:11,Jorge,pedazo de retrato,18-9-19
11701,10:11,Jorge,hoy tenia la camara de fotos calentita,18-9-19
11702,10:11,Jorge,sabroso,18-9-19
11703,10:11,Jorge,que rico dios mio,18-9-19
11704,10:11,Jorge,musica para mis oidos,18-9-19
11705,10:25,Alvarito,Jajjjjaj,18-9-19
11706,10:56,Ivan,😂🤣😂😂,18-9-19
11707,11:17,Rafa,<Multimedia omitido>,18-9-19
11708,11:33,Ivan,😂,18-9-19
11709,13:34,Pete,Jajaja pero que dices tarao si esto es de enero,18-9-19
11710,13:37,Jorge,Y?,18-9-19
11711,13:37,Jorge,Solo demuestra tu veletismo cuando te interesa bro,18-9-19
11712,13:43,Pete,"En mi defensa... La latina, centro, coñazo ir... Mucho más cómodo la casa de pativan",18-9-19
11713,13:43,Pete,"4 de enero, frío de su puta madre, no hay la alegría q se puede tener ahora",18-9-19
11714,13:46,Eku,"Pete, te veo muy perdido",18-9-19
11715,13:46,Eku,Necesitas ayuda?,18-9-19
11716,13:48,Ivan,Jajaja,18-9-19
11717,13:48,Ivan,Como te ha cazao la policía del desgraciao Pete,18-9-19
11718,14:02,Jose,//youtu.be/cLDP-qy5bTY,18-9-19
11719,14:02,Jose,@34677159429,18-9-19
11720,14:24,Jorge,Ahora lo veo,18-9-19
11721,14:37,Eku,Hostia como mola,18-9-19
11722,15:11,Eku,<Multimedia omitido>,18-9-19
11723,16:03,Ivan,Hostia acabo de ver esto😂🤣😂🤣🤣🤣🤣🤣🤣 qué tetas bieeeen,18-9-19
11724,16:05,Jorge,el hijo de puta afina increible,18-9-19
11725,16:39,Alvarito,Dip,18-9-19
11726,19:03,Jorge,<Multimedia omitido>,18-9-19
11727,19:04,Alvarito,Jijijiu,18-9-19
11728,19:12,Jorge,//mobile.twitter.com/juancartrej/status/1174332167503196161?s=19,18-9-19
11729,19:17,Alvarito,<Multimedia omitido>,18-9-19
11730,19:18,Jorge,Jajajaja,18-9-19
11731,20:00,Alvarito,<Multimedia omitido>,18-9-19
11732,20:00,Alvarito,Has sido visitado por el temible “Penius Glandius”.,18-9-19
11734,20:13,Ivan,😂🤣😂🤣,18-9-19
11735,20:13,Ivan,Penito penito no entres en mi culito,18-9-19
11736,20:14,Rafa,Brutal,18-9-19
11737,20:18,Jorge,Penito penito no entres en mi culito,18-9-19
11738,21:14,Jorge,JUSTEAT❗💥 #Just-Eat 🇪🇸,18-9-19
11748,21:53,Ivan,<Multimedia omitido>,18-9-19
11749,21:54,Antoñito,Esa estantería tiene pinta de subirse de puta madre,18-9-19
11750,21:54,Ivan,Jajajajaja,18-9-19
11751,21:54,Jose,Sólo veo basura y más basura,18-9-19
11752,21:54,Jose,Ni un Funko macho,18-9-19
11753,21:54,Ivan,Dicho por la basura,18-9-19
11754,21:54,Jose,Estamos en 2019 ya eh Iván,18-9-19
11755,21:55,Ivan,Eso sí que es una BASURA es como el toque “friki” de los modernetis,18-9-19
11756,21:55,Ivan,😘,18-9-19
11757,21:55,Ivan,"Cómprate resinas, figuras ultraarticuladas con piezas de metal...",18-9-19
11758,21:56,Jose,Tiempo al tiempo,18-9-19
11759,21:57,Jose,"Pero DVDs no campion, si eso ya no vale de naaaa",18-9-19
11760,21:57,Alvarito,Kakajjaja,18-9-19
11761,22:16,Jorge,<Multimedia omitido>,18-9-19
11762,22:17,Jose,"X 3,40 buena delicia si",18-9-19
11763,22:17,Antoñito,"La verdad que ver como pierde el Madrid por 3,40 es un buen presio si",18-9-19
11764,22:17,Antoñito,Que asco de Madrid,18-9-19
11765,23:15,Ivan,Eso está de puta madre. El pollo es el de Dia? Lo descubrí el otro día y me dieron la bienvenida al mundo. Y las costillas,18-9-19
11766,23:16,Jorge,No,18-9-19
11767,23:16,Jorge,De un restaurante sudaca,18-9-19
11768,23:16,Jorge,está hecho a la rica rica brasa,18-9-19
11769,23:16,Ivan,Joder,18-9-19
11770,23:16,Ivan,Tú sabes cosas,18-9-19
11771,23:16,Jorge,<Multimedia omitido>,18-9-19
11772,23:26,Alvarito,<Multimedia omitido>,18-9-19
11773,23:36,Jose,<Multimedia omitido>,18-9-19
11774,23:37,Pete,//twitter.com/FrayJosepho/status/1174371743089274881?s=08,18-9-19
11775,23:37,Jose,<Multimedia omitido>,18-9-19
11776,23:39,Pete,Se cago,18-9-19
11777,23:58,Eku,<Multimedia omitido>,18-9-19
11778,7:04,Ivan,"Madruga, madruga, has de madrugar para tener lindo día y prosperar. Madruga, madru... CULO, CULO, CULO, CULO, CULO QUÉ SUEÑO PUTA, PUTA, PUTA",19-9-19
11779,7:05,Alvarito,Buaaaa,19-9-19
11780,7:05,Alvarito,Se cancela,19-9-19
11781,7:21,Alvarito,"Poco se habla, pero me encanto la derrota del madrid ayer.",19-9-19
11783,7:21,Alvarito,Ummmmm,19-9-19
11784,7:21,Alvarito,<Multimedia omitido>,19-9-19
11785,7:45,Jorge,<Multimedia omitido>,19-9-19
11786,7:45,Alvarito,Invoco a iveco,19-9-19
11787,7:51,Ivan,<Multimedia omitido>,19-9-19
11788,8:03,Alvaro,Iveco estaba en la cama,19-9-19
11789,8:04,Alvaro,Por cierto ayer se cansó la peña y tiro vallas,19-9-19
11790,8:04,Alvaro,Solucionado el problema de la obra,19-9-19
11791,8:12,Alvarito,Enorme,19-9-19
11792,8:12,Ivan,Fantástico,19-9-19
11793,8:13,Alvaro,Ante grandes problemas grandes soluciones,19-9-19
11794,8:29,Laura,//m.facebook.com/story.php?story_fbid=1220021374871424&id=461652494041653,19-9-19
11795,8:55,Ivan,😂🤣😂😂🤣😂😂😂😂🤣😂😂😂,19-9-19
11796,8:55,Ivan,Rotura de cuerdas y de garganta. Madre mía y en plena mañanita recién despertao. Hago yo eso a estas horas y me tienen que amputar el cuello😂😂😂,19-9-19
11797,10:14,Jorge,"@34619780788 pregunta teologica de la semana (puedes consultar a Ever). Sabemos que el homo sapiens sapiens, es decir, nuestra especie tenia alma.",19-9-19
11800,10:27,Ivan,Hostia muy interesante,19-9-19
11801,10:27,Ivan,Pero por qué tenía y no tiene,19-9-19
11802,10:28,Ivan,Me refiero al sapiens sapiens,19-9-19
11803,10:28,Ivan,<Multimedia omitido>,19-9-19
11804,10:28,Ivan,<Multimedia omitido>,19-9-19
11805,10:28,Ivan,<Multimedia omitido>,19-9-19
11806,10:29,Ivan,<Multimedia omitido>,19-9-19
11807,10:29,Ivan,<Multimedia omitido>,19-9-19
11808,10:29,Ivan,<Multimedia omitido>,19-9-19
11809,10:29,Ivan,Ero jutsu,19-9-19
11810,10:29,Jorge,"no tiene alma porque creo que el hombre ya esta tan lejos de DIOS que ha perdido su alma, aunque no para siempre.",19-9-19
11811,10:31,Ivan,Que bien está escribiendo Pete,19-9-19
11812,10:32,Ivan,Imagino que con toda la sabiduría que está acumulando estos días en sus cursos pre(tengoqueponermeceloenlosojosparanodormirmequeestamierdaesdespuésdetodoeldíatrabajando)matrimonial,19-9-19
11813,10:32,Ivan,Habrá aprendido mucho,19-9-19
11814,10:37,Pete,Pero pregunta a Laurita que Alvarito se ha leído 3 libros y se cree santo tomas!,19-9-19
11815,10:37,Pete,"No, esq me han interrumpido en plena escritura",19-9-19
11816,10:37,Pete,No están mal en general,19-9-19
11817,10:38,Pete,Aunque ayer fue un ladrillete bueno,19-9-19
11818,10:38,Pete,Pero antes de ayer hablamos del moco vaginal,19-9-19
11819,10:38,Pete,Y eso fue bien,19-9-19
11820,10:42,Jorge,"Laura sigue los designios de su párroco, que es anti exorcistas. No me vale su opinión hasta que no se emancipae del Padre Jesús",19-9-19
11821,10:42,Jorge,Jajajajajaj,19-9-19
11822,10:42,Jorge,Cuéntanos más,19-9-19
11823,10:43,Ivan,😂🤣😂🤣🤣😂 manda audio,19-9-19
11824,10:43,Alvarito,Voy a ello,19-9-19
11825,10:44,Alvarito,Primero te dare mi humilde opinion y mañana en el debate de la sexta hora (tras la liturgia) sacare el tema,19-9-19
11826,10:44,Rafa,"Nada ni nadie tiene alma, fin de la cita",19-9-19
11827,10:45,Jorge,"Ok ya tenemos la respuesta área fácil, vamos ahora con la teológica intelectual por favor",19-9-19
11828,10:45,Jorge,Atea*,19-9-19
11829,10:46,Rafa,Teológica e intelectual en la misma frase me da sarpullido,19-9-19
11830,10:46,Rafa,"Es como Izquierda Unida, son cosas contrapuestas",19-9-19
11831,10:46,Jorge,"Ok, santo tomas era menos intelectual que tú. O Benedicto xvi. Saludos.",19-9-19
11832,10:54,Laura,"Anoche un mosquito borro las arrugas de mi dedo índice ñ, mando foto de una mano y otra",19-9-19
11833,10:55,Laura,Para q observemos la comparación,19-9-19
11834,10:55,Laura,<Multimedia omitido>,19-9-19
11835,10:55,Laura,<Multimedia omitido>,19-9-19
11836,10:55,Laura,El peñique tb estaba afectado,19-9-19
11837,10:56,Alvarito,"Todo ser vivo es creado por Dios, todas las cosas del mundo son creadas por Dios. Se debe partir de esta premisa.",19-9-19
11852,10:56,Alvarito,<Multimedia omitido>,19-9-19
11853,10:58,Jorge,Buah si partimos de que todo tiene alma ya estamos en la HEREJIA,19-9-19
11854,10:58,Jorge,Opinion discarded sorry,19-9-19
11855,10:59,Alvarito,Ainssss,19-9-19
11856,10:59,Alvarito,Todo ser vivo bro,19-9-19
11857,10:59,Alvarito,Incluso lo inerte en mi opinion,19-9-19
11858,11:00,Laura,"Anoche un mosquito borro las arrugas de mi dedo índice ñ, mando foto de una mano y otra",19-9-19
11859,11:00,Laura,Para q observemos la comparación,19-9-19
11860,11:00,Laura,<Multimedia omitido>,19-9-19
11861,11:00,Laura,<Multimedia omitido>,19-9-19
11862,11:00,Laura,El peñique tb estaba afectado,19-9-19
11863,11:00,Alvarito,Canteo,19-9-19
11864,11:01,Alvarito,Tienes una alergia terrible,19-9-19
11865,11:02,Alvarito,"Pero no puedes esperar una respuesta directa a la cuestion que planteas sobre el alma, si no tienes en cuenta las caracteristicas instrinsecas del alma.",19-9-19
11870,11:04,Alvarito,Y ojo q es mi opinion jejej por ejmplo jesus de andres no esta de acuerdo con que todo tenga alma,19-9-19
11871,11:05,Jorge,Por esa regla de 3 los perros van al cielo hermano,19-9-19
11872,11:06,Jorge,Estoy de acuerdo con JdA,19-9-19
11873,11:06,Alvarito,"Pero yo, por mi entendimiento y las lecturas apocrifas del kybalion, si pienso que todo lo tocado o creado por dios tiene su gracia, a lo cual puedo llamar en una medida sesgada “alma”",19-9-19
11874,11:06,Alvarito,Los tipos de alma es tu respuesta,19-9-19
11875,11:06,Jorge,No estoy para nada de acuerdo,19-9-19
11876,11:06,Jorge,Cuando pillé rato libre rebato,19-9-19
11877,11:07,Alvarito,El sabado,19-9-19
11878,11:07,Jorge,De todas formas ésto escapa a mi pregunta absolutamente y la replanteo,19-9-19
11879,11:07,Alvarito,Cn cerveza,19-9-19
11880,11:08,Jorge,"El hombre de neanderthal no era un puto mono, eran hombres como nosotros más fuertes y en algunos casos particulares de habilidad, más inteligentes. Hablaban, sentían, se compadecían hacía",19-9-19
11881,11:08,Jorge,Espiritualmente hablando y según la gracia de dios,19-9-19
